name,description,price,category,stock
"Monitor Ultra","Producto de alta calidad para uso profesional",321.76,Computadoras,441
"Auriculares Ultra","Producto de alta calidad para uso profesional",58.87,Redes,495
"Mouse Smart","Producto de alta calidad para uso profesional",183.62,Perifericos,249
"Monitor Gaming","Producto de alta calidad para uso profesional",27.45,Computadoras,218
"Webcam Pro","Producto de alta calidad para uso profesional",1029.28,Redes,394
"Monitor Premium","Producto de alta calidad para uso profesional",1091.90,Audio,449
"Monitor Pro","Producto de alta calidad para uso profesional",1377.75,Audio,157
"Webcam Smart","Producto de alta calidad para uso profesional",11.03,Perifericos,189
"Router Gaming","Producto de alta calidad para uso profesional",1922.28,Perifericos,300
"Monitor Ultra","Producto de alta calidad para uso profesional",454.85,Perifericos,24
"Router Max","Producto de alta calidad para uso profesional",1546.59,Audio,123
"Tablet Office","Producto de alta calidad para uso profesional",753.90,Almacenamiento,271
"Router Lite","Producto de alta calidad para uso profesional",1692.23,Almacenamiento,346
"Impresora Plus","Producto de alta calidad para uso profesional",862.01,Almacenamiento,215
"Monitor Elite","Producto de alta calidad para uso profesional",1306.12,Computadoras,361
"Auriculares Ultra","Producto de alta calidad para uso profesional",837.93,Almacenamiento,320
"SSD Pro","Producto de alta calidad para uso profesional",1077.60,Audio,447
"Impresora Max","Producto de alta calidad para uso profesional",1398.36,Almacenamiento,371
"Router Max","Producto de alta calidad para uso profesional",1226.37,Perifericos,484
"Laptop Gaming","Producto de alta calidad para uso profesional",347.81,Perifericos,113
"Auriculares Premium","Producto de alta calidad para uso profesional",1004.37,Computadoras,406
"Auriculares Lite","Producto de alta calidad para uso profesional",1010.58,Almacenamiento,14
"Teclado Office","Producto de alta calidad para uso profesional",1038.74,Computadoras,43
"Tablet Lite","Producto de alta calidad para uso profesional",852.85,Audio,90
"Impresora Office","Producto de alta calidad para uso profesional",638.02,Audio,418
"Monitor Ultra","Producto de alta calidad para uso profesional",1548.78,Redes,28
"SSD Lite","Producto de alta calidad para uso profesional",1510.86,Audio,243
"Teclado Pro","Producto de alta calidad para uso profesional",12.52,Redes,128
"Teclado Lite","Producto de alta calidad para uso profesional",1683.52,Almacenamiento,225
"SSD Lite","Producto de alta calidad para uso profesional",1698.89,Computadoras,215
"Teclado Ultra","Producto de alta calidad para uso profesional",829.01,Perifericos,139
"SSD Office","Producto de alta calidad para uso profesional",1981.40,Almacenamiento,303
"Monitor Gaming","Producto de alta calidad para uso profesional",925.39,Computadoras,355
"Laptop Premium","Producto de alta calidad para uso profesional",277.08,Almacenamiento,29
"Mouse Plus","Producto de alta calidad para uso profesional",339.33,Perifericos,232
"SSD Gaming","Producto de alta calidad para uso profesional",1219.71,Almacenamiento,192
"Impresora Smart","Producto de alta calidad para uso profesional",1974.47,Audio,438
"Tablet Office","Producto de alta calidad para uso profesional",945.44,Audio,431
"Tablet Office","Producto de alta calidad para uso profesional",484.72,Redes,284
"Laptop Gaming","Producto de alta calidad para uso profesional",98.05,Audio,263
"Tablet Smart","Producto de alta calidad para uso profesional",481.65,Redes,210
"Tablet Lite","Producto de alta calidad para uso profesional",102.23,Almacenamiento,151
"Teclado Pro","Producto de alta calidad para uso profesional",113.44,Almacenamiento,490
"Teclado Lite","Producto de alta calidad para uso profesional",1768.96,Redes,45
"Router Lite","Producto de alta calidad para uso profesional",1151.62,Perifericos,61
"SSD Plus","Producto de alta calidad para uso profesional",1221.26,Almacenamiento,318
"SSD Pro","Producto de alta calidad para uso profesional",1579.07,Perifericos,111
"Monitor Lite","Producto de alta calidad para uso profesional",1043.10,Almacenamiento,333
"SSD Premium","Producto de alta calidad para uso profesional",1791.54,Computadoras,151
"Impresora Gaming","Producto de alta calidad para uso profesional",1422.33,Redes,441
"Mouse Ultra","Producto de alta calidad para uso profesional",49.23,Almacenamiento,272
"Teclado Plus","Producto de alta calidad para uso profesional",845.24,Audio,141
"Teclado Premium","Producto de alta calidad para uso profesional",990.09,Audio,478
"Monitor Gaming","Producto de alta calidad para uso profesional",1728.55,Perifericos,354
"Webcam Smart","Producto de alta calidad para uso profesional",1671.68,Computadoras,153
"Monitor Max","Producto de alta calidad para uso profesional",283.43,Perifericos,385
"Tablet Smart","Producto de alta calidad para uso profesional",112.75,Redes,265
"Mouse Premium","Producto de alta calidad para uso profesional",1317.25,Computadoras,278
"Impresora Pro","Producto de alta calidad para uso profesional",1072.58,Almacenamiento,458
"Monitor Max","Producto de alta calidad para uso profesional",1095.32,Perifericos,93
"Auriculares Gaming","Producto de alta calidad para uso profesional",1487.61,Computadoras,87
"Monitor Pro","Producto de alta calidad para uso profesional",328.25,Audio,483
"Teclado Gaming","Producto de alta calidad para uso profesional",1831.05,Audio,275
"SSD Ultra","Producto de alta calidad para uso profesional",56.81,Audio,93
"Mouse Elite","Producto de alta calidad para uso profesional",1704.43,Computadoras,24
"Tablet Premium","Producto de alta calidad para uso profesional",736.87,Audio,310
"Webcam Smart","Producto de alta calidad para uso profesional",1018.35,Audio,124
"Tablet Smart","Producto de alta calidad para uso profesional",221.90,Redes,91
"Mouse Max","Producto de alta calidad para uso profesional",1556.65,Almacenamiento,137
"Teclado Premium","Producto de alta calidad para uso profesional",1719.58,Redes,201
"Laptop Lite","Producto de alta calidad para uso profesional",1487.42,Perifericos,117
"Router Gaming","Producto de alta calidad para uso profesional",1027.28,Almacenamiento,38
"Laptop Premium","Producto de alta calidad para uso profesional",832.18,Perifericos,347
"Laptop Premium","Producto de alta calidad para uso profesional",1006.92,Audio,40
"Impresora Pro","Producto de alta calidad para uso profesional",181.06,Redes,98
"Mouse Lite","Producto de alta calidad para uso profesional",911.45,Redes,196
"Monitor Lite","Producto de alta calidad para uso profesional",1973.91,Perifericos,156
"Tablet Lite","Producto de alta calidad para uso profesional",1111.86,Audio,315
"Laptop Office","Producto de alta calidad para uso profesional",912.44,Computadoras,125
"Mouse Office","Producto de alta calidad para uso profesional",1496.46,Almacenamiento,339
"Monitor Max","Producto de alta calidad para uso profesional",645.61,Almacenamiento,70
"Webcam Max","Producto de alta calidad para uso profesional",931.48,Computadoras,109
"Impresora Elite","Producto de alta calidad para uso profesional",1942.11,Almacenamiento,341
"Tablet Premium","Producto de alta calidad para uso profesional",749.51,Audio,294
"Impresora Smart","Producto de alta calidad para uso profesional",411.62,Perifericos,9
"Monitor Max","Producto de alta calidad para uso profesional",686.90,Perifericos,401
"Mouse Elite","Producto de alta calidad para uso profesional",279.66,Audio,412
"Router Smart","Producto de alta calidad para uso profesional",1893.05,Computadoras,48
"Laptop Elite","Producto de alta calidad para uso profesional",341.59,Almacenamiento,500
"Auriculares Elite","Producto de alta calidad para uso profesional",298.96,Almacenamiento,255
"Router Elite","Producto de alta calidad para uso profesional",1656.32,Computadoras,351
"Tablet Pro","Producto de alta calidad para uso profesional",1884.47,Audio,126
"Auriculares Gaming","Producto de alta calidad para uso profesional",712.94,Computadoras,114
"Impresora Smart","Producto de alta calidad para uso profesional",1227.23,Redes,353
"Laptop Lite","Producto de alta calidad para uso profesional",677.20,Audio,449
"Tablet Office","Producto de alta calidad para uso profesional",820.63,Computadoras,448
"Laptop Gaming","Producto de alta calidad para uso profesional",874.03,Redes,189
"SSD Pro","Producto de alta calidad para uso profesional",175.92,Almacenamiento,49
"Auriculares Smart","Producto de alta calidad para uso profesional",1258.01,Audio,471
"Teclado Max","Producto de alta calidad para uso profesional",1098.61,Computadoras,411
"SSD Premium","Producto de alta calidad para uso profesional",1360.85,Almacenamiento,457
"Laptop Gaming","Producto de alta calidad para uso profesional",1333.29,Almacenamiento,497
"Tablet Elite","Producto de alta calidad para uso profesional",1001.64,Perifericos,255
"Monitor Elite","Producto de alta calidad para uso profesional",1280.87,Redes,82
"Impresora Plus","Producto de alta calidad para uso profesional",378.64,Audio,316
"Auriculares Gaming","Producto de alta calidad para uso profesional",820.26,Audio,473
"SSD Premium","Producto de alta calidad para uso profesional",1974.29,Perifericos,487
"SSD Max","Producto de alta calidad para uso profesional",1042.36,Audio,219
"Monitor Gaming","Producto de alta calidad para uso profesional",227.59,Computadoras,390
"Webcam Gaming","Producto de alta calidad para uso profesional",1330.09,Redes,155
"Router Gaming","Producto de alta calidad para uso profesional",1079.48,Almacenamiento,14
"Teclado Smart","Producto de alta calidad para uso profesional",417.31,Redes,98
"Laptop Ultra","Producto de alta calidad para uso profesional",728.34,Redes,361
"Laptop Premium","Producto de alta calidad para uso profesional",533.31,Redes,408
"Webcam Gaming","Producto de alta calidad para uso profesional",1660.70,Perifericos,368
"Webcam Office","Producto de alta calidad para uso profesional",305.54,Almacenamiento,420
"Tablet Max","Producto de alta calidad para uso profesional",1449.39,Redes,332
"Router Gaming","Producto de alta calidad para uso profesional",1501.30,Almacenamiento,322
"SSD Elite","Producto de alta calidad para uso profesional",1960.19,Redes,445
"Auriculares Lite","Producto de alta calidad para uso profesional",301.82,Audio,108
"Webcam Ultra","Producto de alta calidad para uso profesional",1362.71,Redes,263
"Tablet Premium","Producto de alta calidad para uso profesional",1257.34,Perifericos,30
"Tablet Office","Producto de alta calidad para uso profesional",1882.00,Computadoras,418
"Tablet Office","Producto de alta calidad para uso profesional",96.65,Audio,472
"Tablet Gaming","Producto de alta calidad para uso profesional",818.43,Perifericos,384
"Teclado Pro","Producto de alta calidad para uso profesional",706.31,Audio,283
"Tablet Lite","Producto de alta calidad para uso profesional",792.26,Audio,80
"Mouse Pro","Producto de alta calidad para uso profesional",173.91,Computadoras,363
"Webcam Elite","Producto de alta calidad para uso profesional",812.31,Perifericos,238
"Laptop Premium","Producto de alta calidad para uso profesional",1352.89,Redes,248
"SSD Gaming","Producto de alta calidad para uso profesional",508.26,Audio,255
"Tablet Pro","Producto de alta calidad para uso profesional",128.87,Almacenamiento,391
"Auriculares Smart","Producto de alta calidad para uso profesional",211.56,Computadoras,52
"Teclado Plus","Producto de alta calidad para uso profesional",1933.28,Perifericos,480
"Mouse Ultra","Producto de alta calidad para uso profesional",81.20,Perifericos,131
"SSD Elite","Producto de alta calidad para uso profesional",689.96,Perifericos,122
"Laptop Premium","Producto de alta calidad para uso profesional",966.19,Perifericos,197
"Auriculares Premium","Producto de alta calidad para uso profesional",267.66,Perifericos,267
"Auriculares Plus","Producto de alta calidad para uso profesional",1813.86,Audio,111
"Mouse Smart","Producto de alta calidad para uso profesional",588.96,Audio,228
"Monitor Gaming","Producto de alta calidad para uso profesional",582.96,Computadoras,68
"Mouse Ultra","Producto de alta calidad para uso profesional",1988.62,Redes,497
"SSD Premium","Producto de alta calidad para uso profesional",1875.96,Perifericos,200
"Router Pro","Producto de alta calidad para uso profesional",1487.58,Almacenamiento,98
"Teclado Ultra","Producto de alta calidad para uso profesional",1668.34,Audio,44
"Mouse Office","Producto de alta calidad para uso profesional",506.14,Redes,385
"Router Premium","Producto de alta calidad para uso profesional",944.76,Almacenamiento,321
"SSD Office","Producto de alta calidad para uso profesional",1692.47,Computadoras,278
"SSD Plus","Producto de alta calidad para uso profesional",1155.33,Redes,207
"Auriculares Office","Producto de alta calidad para uso profesional",731.03,Perifericos,246
"Teclado Lite","Producto de alta calidad para uso profesional",1707.64,Almacenamiento,296
"Router Plus","Producto de alta calidad para uso profesional",1727.16,Audio,81
